work_year,salary_in_usd,employee_residence,company_size,job_group,_experience_level,_employment_type,_remote_ratio
2022,75000,US,M,Data Analyst,mid-level,full-time,on-site
2022,84053,GR,M,Data Engineer,mid-level,full-time,remote
2022,73546,GR,M,Data Engineer,mid-level,full-time,remote
2022,98506,GB,M,Data Engineer,mid-level,full-time,remote
2022,86193,GB,M,Data Engineer,mid-level,full-time,remote
2022,84053,ES,M,Data Engineer,mid-level,full-time,remote
2022,73546,ES,M,Data Engineer,mid-level,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,102663,GB,M,Analytics engineer,senior,full-time,remote
2022,80041,GB,M,Analytics engineer,senior,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,104611,GB,M,Data Engineer,senior,full-time,remote
2022,82280,GB,M,Data Engineer,senior,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,on-site
2022,141525,US,M,Data Scientist,senior,full-time,on-site
2022,115000,US,L,Data Analyst,senior,full-time,on-site
2022,31520,ES,M,Data Scientist,entry-level,full-time,hybrid
2022,81000,US,M,Data Analyst,senior,full-time,remote
2022,66000,US,M,Data Analyst,senior,full-time,remote
2022,46000,US,L,Data Analyst,entry-level,full-time,remote
2022,80000,US,L,Data Engineer,entry-level,full-time,remote
2022,200000,US,S,Data Scientist,executive,full-time,remote
2022,180000,US,S,Data Scientist,executive,full-time,remote
2022,200000,US,S,Data Scientist,executive,full-time,remote
2022,204100,US,M,Data Scientist,senior,full-time,on-site
2022,136100,US,M,Data Scientist,senior,full-time,on-site
2022,250000,US,M,Analytics engineer,senior,full-time,on-site
2022,63000,US,M,Analytics engineer,senior,full-time,on-site
2022,118208,GB,M,Data Scientist,mid-level,full-time,on-site
2022,110820,GB,M,Data Scientist,mid-level,full-time,on-site
2021,19073,DK,L,ML engineer,entry-level,part-time,hybrid
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,191475,US,M,Data Scientist,senior,full-time,remote
2022,141525,US,M,Data Scientist,senior,full-time,remote
2022,95000,US,M,Other,senior,full-time,remote
2022,70000,US,M,Other,senior,full-time,remote
2022,75000,BO,M,Data Scientist,mid-level,full-time,remote
2022,7500,BO,M,Analytics engineer,mid-level,contract,hybrid
2022,113000,US,L,Data Analyst,mid-level,full-time,on-site
2022,170000,US,M,Data Scientist,senior,full-time,remote
2022,130000,US,M,Data Scientist,senior,full-time,remote
2022,113000,US,L,Consultant,mid-level,full-time,remote
2022,140000,US,M,Data Analyst,mid-level,full-time,remote
2021,50000,PH,S,Data Analyst,senior,full-time,remote
2022,53368,AU,M,Data Analyst,mid-level,full-time,remote
2022,175000,US,M,Data Scientist,senior,full-time,on-site
2022,140000,US,M,Data Scientist,senior,full-time,on-site
2022,29944,PT,S,Data Scientist,senior,full-time,hybrid
2022,250000,US,M,Analytics engineer,senior,full-time,on-site
2022,63000,US,M,Analytics engineer,senior,full-time,on-site
2022,160000,US,L,Data Scientist,senior,full-time,on-site
2022,119300,US,L,Data Scientist,senior,full-time,on-site
2022,145000,US,L,Data Scientist,mid-level,full-time,hybrid
2022,105000,US,M,Data Engineer,senior,full-time,on-site
2022,90000,US,M,Data Engineer,senior,full-time,on-site
2022,146200,US,M,Data Engineer,senior,full-time,remote
2022,124270,US,M,Data Engineer,senior,full-time,remote
2022,225000,US,M,Data Scientist,mid-level,full-time,on-site
2022,160000,US,M,Data Scientist,mid-level,full-time,on-site
2022,54634,NL,S,Data Scientist,mid-level,full-time,remote
2022,185800,CA,M,Data Engineer,senior,full-time,remote
2022,137400,CA,M,Data Engineer,senior,full-time,remote
2022,245000,US,M,Analytics engineer,senior,full-time,on-site
2022,180000,US,M,Analytics engineer,senior,full-time,on-site
2022,203500,US,M,Analytics engineer,senior,full-time,on-site
2022,152000,US,M,Analytics engineer,senior,full-time,on-site
2022,250000,US,M,Data Engineer,senior,full-time,on-site
2022,63000,US,M,Data Engineer,senior,full-time,on-site
2022,186000,US,M,Data Engineer,senior,full-time,remote
2022,148800,US,M,Data Engineer,senior,full-time,remote
2022,95386,IN,L,ML engineer,senior,full-time,hybrid
2022,128058,GB,L,ML engineer,mid-level,full-time,hybrid
2022,82000,US,L,Data Scientist,entry-level,full-time,on-site
2022,110000,DO,M,Data Scientist,entry-level,part-time,remote
2022,173000,US,M,Data Scientist,mid-level,full-time,hybrid
2022,203500,US,M,Data Scientist,senior,full-time,on-site
2022,152000,US,M,Data Scientist,senior,full-time,on-site
2022,186000,US,M,ML engineer,senior,full-time,remote
2022,148800,US,M,ML engineer,senior,full-time,remote
2022,6270,BR,L,Data Analyst,entry-level,full-time,remote
2022,158000,US,M,Data Lead,mid-level,full-time,remote
2022,134000,US,M,Data Lead,mid-level,full-time,remote
2022,170000,US,M,Data Scientist,senior,full-time,remote
2022,120000,US,M,Data Scientist,senior,full-time,remote
2022,200000,US,M,Analytics engineer,executive,full-time,remote
2022,150000,US,M,Analytics engineer,executive,full-time,remote
2022,216200,US,M,Data Analyst,senior,full-time,on-site
2022,144100,US,M,Data Analyst,senior,full-time,on-site
2022,115573,NL,M,Data Scientist,mid-level,full-time,on-site
2022,89306,NL,M,Data Scientist,mid-level,full-time,on-site
2022,250000,US,M,Data Engineer,senior,full-time,on-site
2022,63000,US,M,Data Engineer,senior,full-time,on-site
2022,135000,US,M,Data Engineer,senior,full-time,remote
2022,85000,US,M,Data Engineer,senior,full-time,remote
2022,135000,US,M,ML engineer,senior,full-time,remote
2022,85000,US,M,ML engineer,senior,full-time,remote
2022,206000,US,M,Data Lead,senior,full-time,remote
2022,175100,US,M,Data Lead,senior,full-time,remote
2022,189650,US,M,ML engineer,senior,full-time,on-site
2022,164996,US,M,ML engineer,senior,full-time,on-site
2022,149040,US,M,Data Architect,senior,full-time,remote
2022,113900,US,M,Data Architect,senior,full-time,remote
2022,154000,US,M,Data Engineer,senior,full-time,remote
2022,126000,US,M,Data Engineer,senior,full-time,remote
2022,200000,US,L,ML engineer,senior,full-time,remote
2022,150000,US,L,ML engineer,senior,full-time,remote
2022,195700,US,M,Data Engineer,senior,full-time,on-site
2022,130500,US,M,Data Engineer,senior,full-time,on-site
2022,170000,US,M,Analytics engineer,senior,full-time,remote
2022,135000,US,M,Analytics engineer,senior,full-time,remote
2022,98506,GB,M,Data Engineer,mid-level,full-time,on-site
2022,73880,GB,M,Data Engineer,mid-level,full-time,on-site
2022,117000,US,M,Data Analyst,senior,full-time,remote
2022,99450,US,M,Data Analyst,senior,full-time,remote
2022,200000,PR,M,Data Engineer,senior,full-time,remote
2022,135000,PR,M,Data Engineer,senior,full-time,remote
2022,193900,US,M,ML engineer,senior,full-time,on-site
2022,129300,US,M,ML engineer,senior,full-time,on-site
2022,55410,GB,S,ML engineer,entry-level,full-time,remote
2022,86193,GB,M,Data Analyst,senior,full-time,on-site
2022,61566,GB,M,Data Analyst,senior,full-time,on-site
2022,175000,US,M,Data Analyst,senior,full-time,remote
2022,130000,US,M,Data Analyst,senior,full-time,remote
2022,188100,US,M,Data Engineer,senior,full-time,on-site
2022,139860,US,M,Data Engineer,senior,full-time,on-site
2022,248700,US,M,ML engineer,senior,full-time,on-site
2022,167100,US,M,ML engineer,senior,full-time,on-site
2022,5723,IN,S,Data Analyst,mid-level,full-time,remote
2022,123400,US,M,Data Scientist,senior,full-time,on-site
2022,88100,US,M,Data Scientist,senior,full-time,on-site
2022,50432,DE,S,Data Analyst,mid-level,full-time,remote
2022,245000,US,M,Data Scientist,senior,full-time,on-site
2022,205000,US,M,Data Scientist,senior,full-time,on-site
2022,141300,US,M,Data Engineer,senior,full-time,on-site
2022,102100,US,M,Data Engineer,senior,full-time,on-site
2022,141300,US,M,Data Architect,senior,full-time,on-site
2022,102100,US,M,Data Architect,senior,full-time,on-site
2022,50000,AR,L,Data Analyst,entry-level,full-time,remote
2022,84053,BE,L,Data Scientist,entry-level,full-time,remote
2022,61566,GB,S,Data Scientist,mid-level,full-time,hybrid
2022,250000,US,M,Data Architect,senior,full-time,on-site
2022,63000,US,M,Data Architect,senior,full-time,on-site
2022,189500,US,L,Data Lead,senior,full-time,remote
2022,140100,US,L,Data Lead,senior,full-time,remote
2022,177600,US,L,Data Engineer,senior,full-time,remote
2022,131300,US,L,Data Engineer,senior,full-time,remote
2022,24000,US,M,Data Engineer,mid-level,full-time,on-site
2022,24000,US,M,Data Engineer,mid-level,full-time,on-site
2022,250000,US,M,Data Engineer,senior,full-time,on-site
2022,63000,US,M,Data Engineer,senior,full-time,on-site
2022,202900,US,L,ML engineer,senior,full-time,remote
2022,131300,US,L,ML engineer,senior,full-time,remote
2022,145000,US,M,Data Engineer,senior,full-time,remote
2022,115000,US,M,Data Engineer,senior,full-time,remote
2022,115000,US,L,ML engineer,entry-level,full-time,hybrid
2022,193900,US,M,ML engineer,mid-level,full-time,on-site
2022,129300,US,M,ML engineer,mid-level,full-time,on-site
2022,180000,US,L,Data Scientist,senior,full-time,remote
2022,140000,US,L,Data Scientist,senior,full-time,remote
2022,216200,US,M,Data Analyst,mid-level,full-time,on-site
2022,144100,US,M,Data Analyst,mid-level,full-time,on-site
2022,216000,US,M,Data Scientist,senior,full-time,on-site
2022,144000,US,M,Data Scientist,senior,full-time,on-site
2022,150000,US,L,Data Analyst,entry-level,full-time,remote
2021,12171,IN,M,Data Scientist,entry-level,full-time,remote
2022,53416,IN,L,Data Scientist,mid-level,full-time,remote
2022,50000,AT,M,Data Scientist,entry-level,full-time,hybrid
2021,250000,US,L,Data Architect,senior,full-time,hybrid
2022,84053,NL,L,Data Scientist,executive,full-time,on-site
2022,131752,GB,M,Data Scientist,mid-level,full-time,remote
2022,48000,AR,S,Analytics engineer,senior,full-time,remote
2022,260500,US,M,Data Lead,executive,full-time,on-site
2022,175100,US,M,Data Lead,executive,full-time,on-site
2022,210000,US,M,Data Engineer,senior,full-time,remote
2022,100000,US,M,Data Engineer,senior,full-time,remote
2022,55000,US,S,Data Analyst,entry-level,full-time,remote
2022,130000,US,M,Data Analyst,mid-level,full-time,remote
2022,77119,FR,L,Data Scientist,senior,full-time,remote
2022,52008,BE,S,Data Scientist,entry-level,full-time,hybrid
2022,30523,IN,S,Data Scientist,mid-level,freelance,remote
2022,206699,US,M,Data Engineer,senior,full-time,on-site
2022,99100,US,M,Data Engineer,senior,full-time,on-site
2022,200000,US,M,Analytics engineer,mid-level,full-time,on-site
2022,54000,US,M,Analytics engineer,mid-level,full-time,on-site
2022,250000,US,M,Data Engineer,senior,full-time,on-site
2022,63000,US,M,Data Engineer,senior,full-time,on-site
2022,250000,US,M,Data Architect,senior,full-time,on-site
2022,63000,US,M,Data Architect,senior,full-time,on-site
2022,250000,US,M,Data Engineer,senior,full-time,on-site
2022,63000,US,M,Data Engineer,senior,full-time,on-site
2022,130000,US,L,Analytics engineer,entry-level,full-time,hybrid
2022,100000,US,L,Data Engineer,senior,full-time,on-site
2022,80000,US,L,Data Engineer,senior,full-time,on-site
2022,160000,US,L,Data Scientist,senior,full-time,on-site
2022,100000,US,L,Data Scientist,senior,full-time,on-site
2022,221300,US,L,Other,senior,full-time,remote
2022,148700,US,L,Other,senior,full-time,remote
2022,30000,GB,L,ML engineer,entry-level,full-time,remote
2022,28368,FR,M,Data Analyst,entry-level,full-time,hybrid
2022,91118,GB,M,Data Engineer,mid-level,full-time,on-site
2022,61566,GB,M,Data Engineer,mid-level,full-time,on-site
2022,60938,DE,S,Data Scientist,mid-level,full-time,remote
2022,249260,US,M,Data Lead,senior,full-time,on-site
2022,185400,US,M,Data Lead,senior,full-time,on-site
2022,170000,US,M,Data Engineer,senior,full-time,remote
2022,130000,US,M,Data Engineer,senior,full-time,remote
2022,80036,GB,M,Data Scientist,mid-level,full-time,hybrid
2022,128875,US,M,Data Analyst,senior,full-time,remote
2022,93700,US,M,Data Analyst,senior,full-time,remote
2022,180000,US,M,ML engineer,senior,full-time,remote
2022,100000,US,M,ML engineer,senior,full-time,remote
2022,136260,US,M,Data Analyst,senior,full-time,remote
2022,109280,US,M,Data Analyst,senior,full-time,remote
2022,160000,US,L,Data Scientist,senior,full-time,remote
2022,92000,US,L,Data Scientist,senior,full-time,remote
2022,200000,US,M,Data Engineer,senior,full-time,remote
2022,160000,US,M,Data Engineer,senior,full-time,remote
2022,135446,GB,M,Data Engineer,mid-level,full-time,on-site
2022,104663,GB,M,Data Engineer,mid-level,full-time,on-site
2022,117000,US,M,Data Analyst,senior,full-time,remote
2022,99450,US,M,Data Analyst,senior,full-time,remote
2022,129000,US,L,Data Engineer,entry-level,full-time,remote
2022,86000,US,L,Data Engineer,entry-level,full-time,remote
2020,13493,IN,L,Data Engineer,entry-level,full-time,remote
2020,13493,IN,L,Data Engineer,entry-level,full-time,remote
2022,160000,US,L,Data Scientist,senior,full-time,on-site
2022,119300,US,L,Data Scientist,senior,full-time,on-site
2022,100000,US,L,Data Analyst,senior,full-time,remote
2022,25000,TR,M,Data Scientist,mid-level,full-time,hybrid
2022,65257,SG,M,Data Analyst,mid-level,full-time,hybrid
2022,200000,US,M,Data Scientist,mid-level,full-time,remote
2022,180000,US,L,ML engineer,entry-level,full-time,remote
2022,153000,US,L,Data Scientist,mid-level,full-time,remote
2022,210000,US,M,Data Engineer,senior,full-time,remote
2022,100000,US,M,Data Engineer,senior,full-time,remote
2022,150075,US,M,Data Analyst,senior,full-time,remote
2022,110925,US,M,Data Analyst,senior,full-time,remote
2022,22800,EG,M,Data Scientist,mid-level,full-time,remote
2022,160000,US,L,Data Scientist,senior,full-time,remote
2022,92000,US,L,Data Scientist,senior,full-time,remote
2022,202900,US,L,ML engineer,senior,full-time,remote
2022,131300,US,L,ML engineer,senior,full-time,remote
2020,22809,PT,M,Data Analyst,entry-level,full-time,remote
2022,15000,ID,L,Data Analyst,entry-level,full-time,on-site
2022,175000,US,M,Data Engineer,senior,full-time,remote
2022,135000,US,M,Data Engineer,senior,full-time,remote
2022,133766,AU,L,Data Lead,senior,full-time,remote
2022,83000,US,L,ML engineer,entry-level,full-time,on-site
2022,92350,GB,M,Data Engineer,mid-level,full-time,remote
2022,67723,GB,M,Data Engineer,mid-level,full-time,remote
2022,186000,US,M,Data Scientist,senior,full-time,on-site
2022,148800,US,M,Data Scientist,senior,full-time,on-site
2022,112900,US,M,Data Analyst,senior,full-time,on-site
2022,90320,US,M,Data Analyst,senior,full-time,on-site
2022,240000,US,M,ML engineer,senior,full-time,on-site
2022,160000,US,M,ML engineer,senior,full-time,on-site
2022,300000,US,M,Data Lead,senior,full-time,remote
2022,200000,US,M,Data Lead,senior,full-time,remote
2022,65666,DE,S,Data Engineer,mid-level,full-time,hybrid
2022,200000,IN,L,Data Scientist,mid-level,full-time,remote
2022,116976,GB,M,ML engineer,mid-level,full-time,on-site
2022,92350,GB,M,ML engineer,mid-level,full-time,on-site
2022,120000,US,M,Data Scientist,mid-level,full-time,on-site
2022,112900,US,M,Data Analyst,senior,full-time,remote
2022,90320,US,M,Data Analyst,senior,full-time,remote
2022,145000,US,M,Data Lead,senior,full-time,remote
2022,105400,US,M,Data Lead,senior,full-time,remote
2020,49268,DE,S,Data Scientist,entry-level,full-time,on-site
2022,110820,GB,M,Data Engineer,mid-level,full-time,on-site
2022,92350,GB,M,Data Engineer,mid-level,full-time,on-site
2022,215300,US,L,Data Scientist,senior,full-time,remote
2022,158200,US,L,Data Scientist,senior,full-time,remote
2022,209100,US,L,Data Engineer,senior,full-time,remote
2022,154600,US,L,Data Engineer,senior,full-time,remote
2022,115934,US,M,Data Analyst,senior,full-time,on-site
2022,81666,US,M,Data Analyst,senior,full-time,on-site
2022,175000,US,M,Data Engineer,senior,full-time,remote
2022,155000,US,M,Data Engineer,senior,full-time,remote
2022,84053,FR,M,ML engineer,mid-level,full-time,remote
2022,164000,US,M,Data Analyst,senior,full-time,on-site
2022,132000,US,M,Data Analyst,senior,full-time,on-site
2022,170000,US,M,Data Scientist,senior,full-time,remote
2022,123000,US,M,Data Scientist,senior,full-time,remote
2022,189650,US,M,ML engineer,senior,full-time,on-site
2022,164996,US,M,ML engineer,senior,full-time,on-site
2022,52533,GR,M,Data Engineer,mid-level,full-time,on-site
2022,52533,GR,M,Data Engineer,mid-level,full-time,on-site
2022,115222,CA,S,Data Engineer,executive,full-time,remote
2022,165400,US,M,Data Engineer,senior,full-time,remote
2022,132320,US,M,Data Engineer,senior,full-time,remote
2022,208775,US,M,Data Architect,senior,full-time,remote
2022,147800,US,M,Data Architect,senior,full-time,remote
2022,136994,US,M,Data Engineer,senior,full-time,remote
2022,101570,US,M,Data Engineer,senior,full-time,remote
2022,128875,US,M,Data Analyst,senior,full-time,remote
2022,93700,US,M,Data Analyst,senior,full-time,remote
2022,76309,IN,L,Data Lead,executive,full-time,hybrid
2022,35093,GB,L,ML engineer,entry-level,full-time,remote
2022,183600,US,L,Data Engineer,senior,full-time,remote
2022,100800,US,L,Data Engineer,senior,full-time,remote
2022,49253,GB,M,Data Analyst,mid-level,full-time,remote
2022,36940,GB,M,Data Analyst,mid-level,full-time,remote
2022,42026,ES,M,Data Analyst,mid-level,full-time,remote
2022,31520,ES,M,Data Analyst,mid-level,full-time,remote
2022,84053,ES,M,Data Engineer,mid-level,full-time,remote
2022,73546,ES,M,Data Engineer,mid-level,full-time,remote
2022,98506,GB,M,Data Engineer,mid-level,full-time,remote
2022,86193,GB,M,Data Engineer,mid-level,full-time,remote
2022,84053,GR,M,Data Engineer,mid-level,full-time,remote
2022,73546,GR,M,Data Engineer,mid-level,full-time,remote
2022,189650,US,M,ML engineer,senior,full-time,on-site
2022,164996,US,M,ML engineer,senior,full-time,on-site
2022,42026,GR,M,Data Analyst,mid-level,full-time,remote
2022,31520,GR,M,Data Analyst,mid-level,full-time,remote
2022,92350,GB,M,Data Engineer,mid-level,full-time,remote
2022,73880,GB,M,Data Engineer,mid-level,full-time,remote
2022,215300,US,L,Data Scientist,senior,full-time,on-site
2022,140400,US,L,Data Scientist,senior,full-time,on-site
2022,63040,ES,M,Data Engineer,mid-level,full-time,remote
2022,47280,ES,M,Data Engineer,mid-level,full-time,remote
2022,260000,US,M,Data Scientist,senior,full-time,remote
2022,180000,US,M,Data Scientist,senior,full-time,remote
2022,67723,GB,M,Data Scientist,mid-level,full-time,on-site
2022,43096,GB,M,Data Scientist,mid-level,full-time,on-site
2022,63040,GR,M,Data Engineer,mid-level,full-time,remote
2022,47280,GR,M,Data Engineer,mid-level,full-time,remote
2022,73880,GB,M,Data Engineer,mid-level,full-time,remote
2022,55410,GB,M,Data Engineer,mid-level,full-time,remote
2021,51064,IT,L,ML engineer,mid-level,full-time,hybrid
2022,60000,AR,L,ML engineer,senior,full-time,remote
2022,82900,US,M,Data Engineer,mid-level,full-time,on-site
2022,63900,US,M,Data Engineer,mid-level,full-time,on-site
2022,160000,US,L,Data Scientist,mid-level,full-time,remote
2022,112300,US,L,Data Scientist,mid-level,full-time,remote
2022,241000,US,M,Data Lead,mid-level,full-time,remote
2022,159000,US,M,Data Lead,mid-level,full-time,remote
2022,180000,US,M,Data Scientist,senior,full-time,on-site
2022,80000,US,M,Data Scientist,senior,full-time,on-site
2022,58000,US,S,Data Analyst,mid-level,full-time,on-site
2022,58000,US,S,Data Analyst,mid-level,full-time,on-site
2022,136000,US,M,Data Engineer,senior,full-time,on-site
2022,108800,US,M,Data Engineer,senior,full-time,on-site
2022,242000,US,M,Data Engineer,executive,full-time,remote
2022,200000,US,M,Data Engineer,executive,full-time,remote
2022,61566,GB,M,Data Scientist,mid-level,full-time,on-site
2022,36940,GB,M,Data Scientist,mid-level,full-time,on-site
2022,73880,GB,M,Data Engineer,mid-level,full-time,on-site
2022,49253,GB,M,Data Engineer,mid-level,full-time,on-site
2022,165220,US,M,Data Scientist,senior,full-time,remote
2022,120160,US,M,Data Scientist,senior,full-time,remote
2022,124190,US,M,Data Analyst,senior,full-time,remote
2022,90320,US,M,Data Analyst,senior,full-time,remote
2022,181940,US,M,Data Engineer,senior,full-time,on-site
2022,132320,US,M,Data Engineer,senior,full-time,on-site
2022,220110,US,M,Data Engineer,senior,full-time,on-site
2022,160080,US,M,Data Engineer,senior,full-time,on-site
2022,180000,US,L,Data Scientist,senior,full-time,on-site
2022,120000,US,L,Data Scientist,senior,full-time,on-site
2022,126500,US,M,Data Analyst,mid-level,full-time,on-site
2022,106260,US,M,Data Analyst,mid-level,full-time,on-site
2022,116000,US,M,Data Analyst,senior,full-time,on-site
2022,99000,US,M,Data Analyst,senior,full-time,on-site
2022,155000,US,M,Data Analyst,senior,full-time,remote
2022,120600,US,M,Data Analyst,senior,full-time,remote
2022,130000,US,M,Data Scientist,mid-level,full-time,on-site
2022,90000,US,M,Data Scientist,mid-level,full-time,on-site
2022,170000,US,M,Data Engineer,mid-level,full-time,remote
2022,150000,US,M,Data Engineer,mid-level,full-time,remote
2022,102100,US,M,Data Analyst,senior,full-time,remote
2022,84900,US,M,Data Analyst,senior,full-time,remote
2022,136620,US,M,Data Scientist,senior,full-time,remote
2022,99360,US,M,Data Scientist,senior,full-time,remote
2022,110820,GB,M,Data Scientist,senior,full-time,on-site
2022,98506,GB,M,Data Scientist,senior,full-time,on-site
2022,146000,US,M,Data Scientist,senior,full-time,remote
2022,123000,US,M,Data Scientist,senior,full-time,remote
2022,49253,GB,M,Data Engineer,entry-level,full-time,remote
2022,43096,GB,M,Data Engineer,entry-level,full-time,remote
2022,130000,US,M,Data Analyst,executive,full-time,remote
2022,110000,US,M,Data Analyst,executive,full-time,remote
2022,170000,US,M,Data Analyst,senior,full-time,remote
2022,135000,US,M,Data Analyst,senior,full-time,remote
2022,161342,US,M,Data Lead,senior,full-time,remote
2022,137141,US,M,Data Lead,senior,full-time,remote
2022,167000,US,M,Data Scientist,senior,full-time,remote
2022,123000,US,M,Data Scientist,senior,full-time,remote
2022,73880,GB,M,Data Engineer,senior,full-time,on-site
2022,61566,GB,M,Data Engineer,senior,full-time,on-site
2022,211500,US,M,Data Scientist,senior,full-time,remote
2022,138600,US,M,Data Scientist,senior,full-time,remote
2022,192400,CA,M,Data Architect,senior,full-time,remote
2022,90700,CA,M,Data Architect,senior,full-time,remote
2022,130000,CA,M,Data Analyst,senior,full-time,remote
2022,61300,CA,M,Data Analyst,senior,full-time,remote
2022,130000,CA,M,Data Analyst,senior,full-time,remote
2022,61300,CA,M,Data Analyst,senior,full-time,remote
2022,160000,US,L,Data Engineer,senior,full-time,on-site
2022,113000,US,L,Data Engineer,senior,full-time,on-site
2022,150000,US,M,Data Scientist,senior,full-time,on-site
2022,95550,US,M,Data Scientist,senior,full-time,on-site
2022,167000,US,M,Data Analyst,mid-level,full-time,remote
2022,115500,US,M,Data Analyst,mid-level,full-time,remote
2022,112900,US,M,Data Analyst,senior,full-time,remote
2022,90320,US,M,Data Analyst,senior,full-time,remote
2022,112900,US,M,Data Analyst,senior,full-time,remote
2022,90320,US,M,Data Analyst,senior,full-time,remote
2022,165400,US,M,Data Engineer,senior,full-time,remote
2022,132320,US,M,Data Engineer,senior,full-time,remote
2022,243900,US,M,Data Engineer,senior,full-time,remote
2022,156600,US,M,Data Engineer,senior,full-time,remote
2022,136600,US,M,Data Analyst,senior,full-time,remote
2022,109280,US,M,Data Analyst,senior,full-time,remote
2022,128875,US,M,Data Engineer,senior,full-time,remote
2022,93700,US,M,Data Engineer,senior,full-time,remote
2022,224000,US,M,Data Lead,executive,full-time,remote
2022,167875,US,M,Data Lead,executive,full-time,remote
2022,175000,US,M,Analytics engineer,executive,full-time,remote
2022,135000,US,M,Analytics engineer,executive,full-time,remote
2022,209100,US,L,Data Engineer,senior,full-time,remote
2022,154600,US,L,Data Engineer,senior,full-time,remote
2022,180000,US,M,Data Engineer,senior,full-time,remote
2022,160000,US,M,Data Engineer,senior,full-time,remote
2022,205300,US,L,Data Scientist,senior,full-time,on-site
2022,140400,US,L,Data Scientist,senior,full-time,on-site
2022,176000,US,M,Data Scientist,senior,full-time,remote
2022,144000,US,M,Data Scientist,senior,full-time,remote
2022,200100,US,M,Data Engineer,senior,full-time,remote
2022,160000,US,M,Data Engineer,senior,full-time,remote
2022,70500,US,M,Data Engineer,senior,full-time,on-site
2022,54000,US,M,Data Engineer,senior,full-time,on-site
2022,205300,US,M,Data Scientist,senior,full-time,on-site
2022,140400,US,M,Data Scientist,senior,full-time,on-site
2022,205300,US,M,Analytics engineer,senior,full-time,on-site
2022,184700,US,M,Analytics engineer,senior,full-time,on-site
2022,175100,US,M,Data Engineer,senior,full-time,remote
2022,140250,US,M,Data Engineer,senior,full-time,remote
2022,116150,US,M,Data Analyst,senior,full-time,remote
2022,99050,US,M,Data Analyst,senior,full-time,remote
2022,145000,US,M,Data Engineer,senior,full-time,remote
2022,130000,US,M,Data Engineer,senior,full-time,remote
2022,112900,US,M,Data Analyst,senior,full-time,remote
2022,90320,US,M,Data Analyst,senior,full-time,remote
2022,85000,CA,M,Data Analyst,mid-level,full-time,on-site
2022,75000,CA,M,Data Analyst,mid-level,full-time,on-site
2022,214000,US,M,ML engineer,senior,full-time,remote
2022,192600,US,M,ML engineer,senior,full-time,remote
2022,266400,US,M,Data Architect,senior,full-time,remote
2022,213120,US,M,Data Architect,senior,full-time,remote
2022,155000,US,M,Data Engineer,senior,full-time,remote
2022,115000,US,M,Data Engineer,senior,full-time,remote
2022,141300,US,M,Data Scientist,mid-level,full-time,on-site
2022,102100,US,M,Data Scientist,mid-level,full-time,on-site
2022,115934,US,M,Data Analyst,senior,full-time,remote
2022,81666,US,M,Data Analyst,senior,full-time,remote
2022,206699,US,M,Data Engineer,mid-level,full-time,on-site
2022,99100,US,M,Data Engineer,mid-level,full-time,on-site
2022,130000,US,M,Data Engineer,senior,full-time,remote
2022,110500,US,M,Data Engineer,senior,full-time,remote
2022,61566,GB,M,Data Analyst,mid-level,full-time,on-site
2022,43096,GB,M,Data Analyst,mid-level,full-time,on-site
2022,80000,US,M,Data Analyst,senior,full-time,remote
2022,60000,US,M,Data Analyst,senior,full-time,remote
2022,192564,US,M,Data Architect,senior,full-time,remote
2022,144854,US,M,Data Architect,senior,full-time,remote
2022,230000,US,M,Data Scientist,senior,full-time,remote
2022,150000,US,M,Data Scientist,senior,full-time,remote
2022,150260,US,M,Data Lead,senior,full-time,remote
2022,109280,US,M,Data Lead,senior,full-time,remote
2022,170000,US,M,Data Analyst,senior,full-time,remote
2022,150000,US,M,Data Analyst,senior,full-time,remote
2022,160000,US,M,Data Scientist,mid-level,full-time,remote
2022,130000,US,M,Data Scientist,mid-level,full-time,remote
2022,67000,CA,M,Data Analyst,entry-level,full-time,on-site
2022,52000,CA,M,Data Analyst,entry-level,full-time,on-site
2022,154000,US,M,Data Engineer,senior,full-time,remote
2022,126000,US,M,Data Engineer,senior,full-time,remote
2022,129000,US,M,Data Analyst,senior,full-time,on-site
2022,99000,US,M,Data Analyst,senior,full-time,on-site
2022,210000,US,M,Data Scientist,senior,full-time,remote
2022,140000,US,M,Data Scientist,senior,full-time,remote
2022,210000,US,M,Data Scientist,senior,full-time,remote
2022,140000,US,M,Data Scientist,senior,full-time,remote
2022,210000,US,M,Data Scientist,senior,full-time,remote
2022,140000,US,M,Data Scientist,senior,full-time,remote
2022,100000,US,M,Data Analyst,senior,full-time,remote
2022,69000,US,M,Data Analyst,senior,full-time,remote
